scope	started_at_utc	completed_at_utc	exit_status	command
session_validation	2026-07-28T20:23:08Z	2026-07-28T20:23:08Z	0	python3 /home/why/Project/ece441/mid_report/MNEME-e4-formal/tools/evaluation/analyze_android_formal_resource_matrix.py validate-session --startup-csv /home/why/Project/ece441/mid_report/MNEME-e4-formal/docs/evaluation/android-formal/raw/resource-formal-20260729-r2/sessions/block-02-position-03-cpu2_ram6gb/startup_measurements.csv --graph-csv /home/why/Project/ece441/mid_report/MNEME-e4-formal/docs/evaluation/android-formal/raw/resource-formal-20260729-r2/sessions/block-02-position-03-cpu2_ram6gb/graph_measurements.csv --session-id 16cbec2c-2420-4809-bb0b-74baa80b4389 --node-order 50\,25\,12\,1 --require-success
emulator_start	2026-07-28T20:23:11Z	2026-07-28T20:23:11Z	0	taskset -c 4-11 /home/why/Android/Sdk/emulator/emulator -avd Mneme_Factorial_API_34_Pixel6 -cores 2 -memory 2048 -wipe-data -no-window -no-audio -no-boot-anim -no-snapshot -gpu swiftshader_indirect
startup_benchmark	2026-07-28T20:23:59Z	2026-07-28T20:26:20Z	0	timeout 6m /home/why/Project/ece441/mid_report/MNEME-e4-formal/android/gradlew -p /home/why/Project/ece441/mid_report/MNEME-e4-formal/android --offline --no-daemon --no-configuration-cache -PMNEME_API_BASE_URL=http://127.0.0.1:9/v1/ -PMNEME_DEMO_TOKEN= :benchmark:connectedBenchmarkAndroidTest -Pandroid.testInstrumentationRunnerArguments.class=com.mneme.app.benchmark.MnemeStartupBenchmark
startup_extract	2026-07-28T20:26:20Z	2026-07-28T20:26:20Z	0	python3 /home/why/Project/ece441/mid_report/MNEME-e4-formal/tools/evaluation/analyze_android_formal_resource_matrix.py extract-startup --benchmark-data /home/why/Project/ece441/mid_report/MNEME-e4-formal/docs/evaluation/android-formal/raw/resource-formal-20260729-r2/sessions/block-02-position-04-cpu2_ram2gb/startup_raw --session-id 5ba97cf8-2aea-4440-a9c8-9a06cb05833d --benchmark-exit-status 0 --output /home/why/Project/ece441/mid_report/MNEME-e4-formal/docs/evaluation/android-formal/raw/resource-formal-20260729-r2/sessions/block-02-position-04-cpu2_ram2gb/startup_measurements.csv --cold-metric timeToFullDisplayMs --resume-metric timeToInitialDisplayMs
graph_app_install	2026-07-28T20:26:20Z	2026-07-28T20:26:20Z	0	/home/why/Android/Sdk/platform-tools/adb -s emulator-5554 install -r -t /home/why/Project/ece441/mid_report/MNEME-e4-formal/android/app/build/outputs/apk/debug/app-debug.apk
graph_test_install	2026-07-28T20:26:20Z	2026-07-28T20:26:20Z	0	/home/why/Android/Sdk/platform-tools/adb -s emulator-5554 install -r -t /home/why/Project/ece441/mid_report/MNEME-e4-formal/android/app/build/outputs/apk/androidTest/debug/app-debug-androidTest.apk
graph_app_clear	2026-07-28T20:26:20Z	2026-07-28T20:26:21Z	0	/home/why/Android/Sdk/platform-tools/adb -s emulator-5554 shell pm clear com.mneme.app
graph_artifact_reset	2026-07-28T20:26:21Z	2026-07-28T20:26:21Z	0	/home/why/Android/Sdk/platform-tools/adb -s emulator-5554 shell rm -rf /sdcard/Android/data/com.mneme.app/files/e4-evaluation
graph_instrumentation	2026-07-28T20:26:21Z	2026-07-28T20:26:30Z	0	timeout 4m /home/why/Android/Sdk/platform-tools/adb -s emulator-5554 shell am instrument -w -r -e class com.mneme.app.ui.graph.E4GraphMeasurementTest#recordBoundedRendererLatency -e e4SessionId 5ba97cf8-2aea-4440-a9c8-9a06cb05833d -e e4GraphNodeOrder 50\,25\,12\,1 -e e4GraphWarmupPairs 1 -e e4GraphMeasuredPairs 5 com.mneme.app.test/androidx.test.runner.AndroidJUnitRunner
graph_pull	2026-07-28T20:26:30Z	2026-07-28T20:26:30Z	0	/home/why/Android/Sdk/platform-tools/adb -s emulator-5554 pull /sdcard/Android/data/com.mneme.app/files/e4-evaluation/. /home/why/Project/ece441/mid_report/MNEME-e4-formal/docs/evaluation/android-formal/raw/resource-formal-20260729-r2/sessions/block-02-position-04-cpu2_ram2gb/graph_device_artifacts/
session_validation	2026-07-28T20:26:30Z	2026-07-28T20:26:30Z	0	python3 /home/why/Project/ece441/mid_report/MNEME-e4-formal/tools/evaluation/analyze_android_formal_resource_matrix.py validate-session --startup-csv /home/why/Project/ece441/mid_report/MNEME-e4-formal/docs/evaluation/android-formal/raw/resource-formal-20260729-r2/sessions/block-02-position-04-cpu2_ram2gb/startup_measurements.csv --graph-csv /home/why/Project/ece441/mid_report/MNEME-e4-formal/docs/evaluation/android-formal/raw/resource-formal-20260729-r2/sessions/block-02-position-04-cpu2_ram2gb/graph_measurements.csv --session-id 5ba97cf8-2aea-4440-a9c8-9a06cb05833d --node-order 50\,25\,12\,1 --require-success
formal_analysis	2026-07-28T20:26:33Z	2026-07-28T20:26:34Z	0	timeout 8m /home/why/Project/ece441/mid_report/MNEME-e4-formal/tools/evaluation/analyze_android_formal_resource_matrix.py analyze --run-root /home/why/Project/ece441/mid_report/MNEME-e4-formal/docs/evaluation/android-formal/raw/resource-formal-20260729-r2
